5,6,7,8,class
70,7,167,38,bus
66,11,221,30,opel
67,10,200,33,opel
60,8,133,50,van
68,10,209,32,opel
64,9,138,48,van
58,6,134,51,opel
60,10,195,34,saab
66,9,151,44,van
71,5,176,36,bus
59,8,139,48,van
55,7,146,46,saab
63,11,227,30,opel
57,7,159,41,saab
66,8,192,35,opel
64,9,166,40,saab
59,7,140,47,saab
63,8,142,47,van
67,12,222,30,saab
59,7,168,39,saab
64,6,146,46,bus
57,6,151,45,bus
69,5,166,38,bus
67,10,157,43,van
57,10,222,30,opel
55,12,216,31,saab
56,11,210,32,saab
56,9,219,30,opel
50,11,221,30,opel
71,7,154,42,bus
64,10,185,35,opel
54,8,144,46,saab
60,11,161,43,van
61,7,153,43,bus
57,6,121,56,saab
61,9,178,37,saab
58,6,132,50,opel
58,6,142,48,saab
54,6,150,46,bus
57,11,159,43,van
59,6,213,31,bus
63,7,146,45,bus
55,7,150,45,bus
59,7,240,27,bus
71,9,211,32,saab
64,9,198,33,saab
67,6,186,34,bus
65,10,187,35,saab
65,12,226,30,opel
58,4,118,57,van
63,11,219,31,saab
53,10,212,31,opel
64,6,145,45,bus
51,7,140,49,van
60,10,155,43,van
52,7,139,50,van
56,7,146,46,opel
64,12,206,32,saab
74,5,202,32,bus
60,7,197,33,bus
64,10,201,33,saab
48,7,139,50,van
73,6,162,40,bus
62,7,162,41,opel
65,10,193,34,saab
58,7,174,38,saab
65,7,144,46,bus
66,11,218,31,saab
56,11,213,31,saab
54,6,126,55,opel
60,11,218,31,opel
62,9,193,34,opel
70,11,220,30,opel
68,6,185,35,bus
67,12,218,30,opel
59,5,133,51,opel
65,12,213,31,saab
57,6,150,44,opel
57,7,135,50,opel
57,6,116,57,van
60,9,170,39,saab
62,10,217,31,saab
66,11,214,31,saab
63,9,181,36,opel
58,8,140,47,saab
56,7,130,51,opel
64,6,160,41,saab
51,6,150,46,bus
52,10,156,44,van
69,11,219,30,opel
66,6,145,45,bus
52,7,236,28,bus
54,4,222,30,bus
56,7,150,45,bus
58,7,128,52,saab
67,12,217,31,saab
63,12,222,31,saab
48,5,247,27,bus
64,8,169,40,saab
74,10,212,31,opel
59,8,153,43,saab
57,11,206,32,opel
