11,12,13,14,class
184,430,185,69,bus
234,725,236,70,opel
214,597,214,68,opel
153,265,119,62,van
222,653,224,73,opel
161,285,174,69,van
147,259,148,83,opel
219,572,219,67,saab
169,339,179,67,van
204,479,151,72,bus
159,289,123,62,van
170,314,149,77,saab
234,756,205,72,opel
184,381,177,69,saab
208,546,169,66,opel
184,415,131,62,saab
165,298,117,61,saab
160,300,171,63,van
228,721,200,70,saab
196,425,185,67,saab
168,317,180,75,bus
170,334,188,82,bus
189,427,138,70,bus
173,365,157,67,van
225,731,211,71,opel
229,687,214,72,saab
222,650,222,73,saab
231,713,216,74,opel
227,727,201,69,opel
171,362,132,67,bus
209,517,193,66,opel
163,308,174,64,saab
172,374,186,75,van
175,349,199,77,bus
137,216,132,68,saab
189,480,138,61,saab
155,260,151,61,opel
164,295,164,77,saab
174,325,177,87,bus
173,365,186,75,van
228,680,210,77,bus
175,321,145,72,bus
172,326,173,83,bus
258,866,245,80,bus
222,658,223,74,saab
219,586,191,70,saab
206,531,198,74,bus
207,527,195,65,saab
225,748,216,71,opel
138,205,138,85,van
228,704,198,69,saab
226,669,204,74,opel
169,322,171,67,bus
164,284,149,77,van
179,355,186,75,van
160,275,161,81,van
170,317,156,76,opel
216,627,202,65,saab
234,629,186,79,bus
214,596,201,74,bus
214,600,178,64,saab
159,277,148,85,van
189,401,125,72,bus
194,388,147,74,opel
220,559,237,71,saab
197,455,160,68,saab
168,309,147,71,bus
221,704,216,71,saab
226,673,217,72,saab
135,227,147,82,opel
221,701,197,66,opel
216,562,244,69,opel
238,722,206,73,opel
202,524,171,74,bus
230,706,226,67,opel
152,259,146,87,opel
223,675,232,66,saab
170,335,180,66,opel
154,266,128,66,opel
138,200,123,65,van
191,433,138,68,saab
229,697,214,72,saab
229,677,212,70,saab
200,494,189,64,opel
165,293,158,64,saab
151,251,114,62,opel
187,385,139,66,saab
169,324,171,85,bus
171,351,177,78,van
231,716,246,71,opel
173,318,139,70,bus
254,816,250,82,bus
254,735,206,83,bus
177,328,172,82,bus
149,246,158,63,saab
231,692,222,67,saab
226,712,201,71,saab
269,891,243,84,bus
200,422,149,72,saab
224,670,223,74,opel
179,351,137,70,saab
212,630,186,65,opel
145,261,123,65,opel
229,364,176,97,van
220,691,212,67,saab
173,367,154,66,van
175,354,184,75,bus
174,367,126,63,opel
280,957,264,85,bus
172,330,162,72,van
202,520,158,64,saab
170,330,158,72,van
174,338,198,80,bus
192,458,187,62,saab
235,711,218,74,opel
200,347,177,90,van
232,711,202,72,saab
166,319,171,85,bus
158,247,157,78,van
165,326,140,64,van
207,587,204,64,opel
173,354,182,69,van
185,408,191,70,bus
190,418,193,67,opel
235,691,218,74,saab
165,305,149,69,saab
156,278,121,64,van
220,641,221,72,saab
218,552,195,73,saab
237,737,218,75,opel
172,336,183,74,bus
275,956,230,83,bus
172,317,174,88,bus
223,639,186,67,saab
141,221,121,78,opel
219,657,215,73,opel
199,474,149,67,opel
170,338,163,72,van
147,237,112,64,van
148,224,118,65,saab
225,722,213,71,opel
186,440,169,59,saab
161,287,129,66,opel
241,731,207,73,opel
177,327,149,74,saab
132,192,138,74,opel
170,312,166,71,opel
172,331,158,74,bus
188,429,182,69,bus
172,331,137,67,opel
285,966,261,87,bus
169,326,186,81,bus
148,246,112,66,van
225,717,214,72,opel
137,204,136,88,van
195,438,196,67,opel
182,389,117,62,opel
210,571,210,68,opel
224,728,203,71,opel
195,472,197,65,saab
176,379,184,70,van
217,631,193,69,opel
167,330,165,80,opel
157,264,159,67,van
145,225,143,63,van
200,462,150,66,opel
224,587,240,72,saab
178,399,186,70,bus
197,457,156,69,saab
218,669,222,74,saab
142,229,132,81,opel
180,393,135,69,bus
178,394,130,63,opel
158,260,121,67,van
178,366,186,75,van
226,712,214,72,saab
175,369,174,77,van
175,344,177,77,saab
182,342,174,68,opel
183,396,178,67,opel
170,367,176,73,van
188,435,144,66,saab
184,371,117,71,bus
171,325,181,72,van
162,281,164,67,van
241,325,188,127,bus
146,225,150,63,van
221,728,199,67,opel
180,364,188,75,van
148,241,142,75,van
171,361,178,67,bus
164,291,126,66,saab
228,710,214,71,opel
219,610,192,65,opel
158,284,120,62,opel
136,193,127,83,saab
180,359,173,77,bus
221,623,224,68,saab
179,406,172,68,bus
219,685,218,75,opel
202,471,155,70,saab
158,253,140,78,van
175,381,172,74,van
208,558,209,74,bus
175,343,177,64,opel
176,323,153,76,bus
169,341,165,65,bus
228,709,210,69,opel
160,249,156,78,van
177,341,171,76,bus
243,822,229,77,bus
159,258,115,66,van
147,227,160,66,van
173,332,176,81,bus
151,264,143,82,saab
202,512,165,66,saab
166,290,138,71,saab
168,358,176,77,van
155,274,162,69,opel
144,219,146,85,van
193,426,182,70,opel
227,650,193,71,opel
229,710,214,71,saab
169,325,159,67,bus
166,334,171,65,van
232,718,202,73,saab
168,314,143,70,van
214,616,186,65,opel
173,339,182,70,van
217,612,210,70,saab
222,661,187,67,opel
167,322,176,72,bus
141,223,112,64,van
320,354,187,135,van
137,206,125,80,van
226,687,228,68,saab
148,252,139,76,opel
224,711,214,73,saab
176,356,190,74,bus
167,327,183,75,bus
229,665,215,71,saab
174,333,159,78,bus
184,422,180,69,bus
164,282,172,79,van
140,212,131,73,van
232,718,214,73,saab
234,725,212,72,opel
197,481,136,63,opel
166,334,121,63,saab
139,208,137,90,van
173,325,163,85,bus
167,332,143,69,bus
207,586,165,61,saab
170,323,185,84,bus
170,331,185,77,bus
214,607,204,65,saab
145,250,157,84,van
164,299,173,66,bus
226,694,209,67,saab
152,262,166,70,saab
216,526,175,72,saab
191,444,121,63,opel
142,247,157,86,van
171,327,172,85,bus
138,213,147,82,van
162,304,120,64,opel
223,718,218,72,opel
232,676,203,71,saab
169,305,179,71,van
206,517,198,73,bus
151,281,142,80,opel
227,651,223,74,opel
224,680,221,74,saab
169,344,177,68,bus
169,323,172,83,bus
219,574,199,73,opel
135,196,128,76,saab
272,346,200,118,van
219,663,184,66,opel
228,693,191,71,opel
176,387,170,71,van
178,341,179,84,bus
217,534,166,71,opel
168,312,177,73,bus
234,752,207,72,opel
200,332,164,91,van
179,348,136,69,opel
158,263,125,63,saab
137,203,145,64,van
163,311,173,68,bus
178,341,160,76,bus
238,704,206,72,opel
160,258,139,80,van
167,312,172,71,bus
149,241,150,62,van
150,253,161,63,van
143,238,139,82,saab
238,682,198,78,bus
180,353,144,69,saab
172,335,176,69,saab
173,307,176,71,van
231,737,217,73,opel
135,209,135,84,opel
200,489,153,64,saab
148,223,150,76,van
280,923,262,88,bus
175,330,171,80,bus
170,340,163,87,opel
145,247,139,79,opel
256,833,253,81,bus
171,334,187,79,bus
177,361,123,65,saab
190,476,201,70,bus
196,466,151,67,opel
269,904,239,83,bus
159,253,156,70,van
164,313,179,66,van
222,578,198,73,saab
229,673,249,72,opel
220,685,187,68,opel
147,246,109,62,van
148,243,113,63,van
168,347,150,65,van
223,700,224,67,saab
189,446,161,69,bus
149,246,157,61,van
228,708,219,73,opel
167,315,136,80,opel
216,667,221,72,saab
221,604,199,73,saab
171,307,179,72,van
158,277,145,75,saab
212,602,162,64,opel
168,327,165,72,saab
157,256,124,69,van
171,318,145,75,saab
159,251,134,72,van
288,982,261,85,bus
167,351,174,67,van
167,326,178,69,bus
214,525,214,67,saab
176,359,161,74,van
179,352,145,71,opel
152,259,135,76,opel
167,323,172,85,bus
176,371,185,71,van
170,321,171,87,bus
207,533,231,68,saab
188,427,190,64,saab
263,838,222,82,bus
223,659,210,67,saab
227,635,215,72,saab
169,354,176,74,van
159,260,150,68,saab
166,317,171,86,bus
136,203,139,89,van
170,363,184,67,van
173,336,186,75,bus
224,573,194,70,opel
174,331,131,66,saab
168,321,134,64,opel
141,230,145,74,saab
180,370,169,63,saab
272,928,268,82,bus
214,567,185,64,opel
228,682,199,71,opel
222,669,221,73,saab
177,327,156,78,bus
170,357,176,73,van
181,366,174,70,opel
155,242,116,66,van
173,345,161,72,van
175,349,187,67,saab
219,669,201,76,opel
177,362,173,75,van
229,709,200,73,saab
130,184,127,86,saab
218,602,200,67,opel
219,681,224,74,opel
154,246,159,69,van
202,518,178,62,saab
228,648,240,71,saab
223,629,220,72,saab
225,696,216,72,opel
199,472,157,71,opel
176,331,133,73,opel
170,362,173,76,van
227,628,202,74,opel
131,191,121,87,opel
170,333,178,86,bus
226,712,212,72,saab
170,332,168,68,opel
194,487,186,72,bus
179,350,143,72,bus
178,341,127,69,bus
183,427,171,69,bus
170,356,177,79,van
220,598,200,73,opel
207,481,210,71,opel
185,358,157,74,opel
173,317,183,81,bus
171,351,187,77,van
176,361,172,66,bus
185,382,184,71,saab
174,322,160,62,opel
265,870,247,84,bus
189,402,190,72,saab
216,608,235,68,saab
180,347,178,81,bus
183,378,134,69,saab
202,521,151,66,opel
172,355,178,74,van
278,998,257,83,bus
190,428,148,67,opel
177,389,185,73,van
135,194,137,72,van
173,330,155,75,bus
210,553,195,64,opel
169,327,176,81,bus
173,342,153,75,opel
170,371,185,75,van
247,731,209,80,bus
236,661,245,72,opel
173,339,159,71,van
200,478,171,64,opel
221,678,223,74,opel
264,855,228,82,bus
166,308,170,74,saab
221,682,222,75,opel
173,339,160,76,saab
178,393,133,66,bus
208,543,235,68,opel
179,339,157,75,bus
285,987,260,86,bus
214,576,201,65,saab
200,458,154,70,saab
169,324,174,71,van
225,729,200,70,opel
267,844,242,85,bus
184,374,124,71,bus
232,683,218,72,opel
197,430,141,67,saab
174,345,161,72,opel
170,319,171,87,bus
214,535,178,71,opel
155,270,148,66,saab
202,519,176,62,opel
174,341,151,69,bus
177,357,187,74,van
173,336,173,81,bus
186,389,137,68,saab
231,757,204,73,opel
220,621,195,68,saab
184,362,157,76,bus
170,333,190,80,bus
179,354,178,76,van
167,301,138,71,van
219,706,223,72,opel
188,406,178,65,opel
207,545,194,64,saab
187,388,197,72,opel
208,511,168,67,saab
181,388,132,63,opel
151,265,144,83,saab
141,209,129,72,van
152,259,145,87,opel
151,266,146,79,saab
217,637,168,64,saab
170,348,143,66,van
170,352,188,76,van
287,968,261,85,bus
165,330,173,82,saab
139,207,127,81,van
169,349,124,60,saab
189,463,194,70,bus
175,335,172,85,bus
184,385,127,70,bus
267,857,242,85,bus
165,309,134,67,van
139,220,128,82,saab
175,375,186,74,van
225,635,213,70,saab
174,342,148,72,bus
199,455,138,65,opel
223,602,201,69,opel
173,333,168,86,bus
232,703,229,71,saab
169,366,185,76,van
163,314,140,64,van
222,600,241,70,opel
172,311,144,76,opel
181,373,144,68,saab
285,1018,255,85,bus
189,391,136,72,opel
197,417,201,73,opel
226,674,190,68,saab
215,601,174,69,opel
169,319,168,77,bus
217,676,189,66,opel
168,324,173,82,bus
154,265,119,62,van
220,642,197,70,saab
172,376,185,77,van
173,356,174,72,van
224,645,184,68,saab
154,259,162,65,van
224,681,218,73,saab
179,337,164,75,bus
205,467,222,70,saab
155,261,151,85,van
226,707,203,71,saab
228,638,238,71,saab
206,530,205,67,opel
219,622,205,74,bus
229,707,212,71,saab
189,484,163,68,bus
169,318,161,71,van
140,204,148,69,van
220,707,198,72,opel
225,732,218,70,opel
141,221,133,82,van
221,623,216,71,opel
184,371,186,69,opel
212,575,159,65,opel
179,363,186,75,van
170,332,186,81,bus
222,679,214,68,opel
137,219,144,64,opel
214,579,188,75,bus
163,312,166,64,van
204,533,182,71,bus
215,595,164,66,opel
140,208,152,78,van
206,508,173,70,saab
217,589,226,67,opel
181,350,177,80,bus
169,322,184,80,bus
178,365,125,63,saab
166,320,172,83,bus
189,383,155,72,saab
175,341,152,73,bus
232,641,204,70,opel
227,666,218,76,bus
170,335,176,71,bus
147,252,144,64,opel
225,686,220,74,saab
154,266,165,74,opel
169,354,187,78,van
176,367,186,76,van
212,570,221,75,bus
197,494,180,62,opel
223,665,217,73,opel
205,486,160,68,saab
171,329,176,85,bus
211,492,220,69,saab
174,327,153,71,saab
184,395,140,67,opel
175,347,135,68,bus
173,359,182,68,van
170,321,186,86,bus
160,251,123,69,van
156,281,124,63,van
163,352,176,76,van
266,892,242,85,bus
171,340,195,75,bus
202,505,152,64,saab
196,415,145,71,opel
217,666,219,73,opel
228,730,204,74,opel
163,268,170,71,van
176,363,175,76,van
222,624,168,65,opel
221,709,216,70,saab
231,706,217,75,opel
246,766,231,79,bus
173,333,200,75,van
172,321,189,71,bus
164,318,178,79,saab
164,334,143,65,van
167,317,157,70,van
184,434,156,68,bus
168,320,174,87,bus
231,748,216,74,opel
143,209,153,65,van
229,720,213,71,saab
169,332,171,85,bus
184,404,179,62,saab
262,776,217,82,bus
169,322,123,64,opel
172,373,115,60,saab
174,340,177,82,bus
148,261,141,75,opel
