3,4,5,6,class
73,195,70,7,bus
109,220,66,11,opel
105,213,67,10,opel
68,149,60,8,van
105,212,68,10,opel
68,150,64,9,van
53,123,58,6,opel
98,194,60,10,saab
85,169,66,9,van
75,205,71,5,bus
77,153,59,8,van
72,133,55,7,saab
107,207,63,11,opel
76,162,57,7,saab
101,210,66,8,opel
81,191,64,9,saab
66,158,59,7,saab
78,160,63,8,van
101,222,67,12,saab
81,176,59,7,saab
68,148,64,6,bus
73,125,57,6,bus
72,192,69,5,bus
88,173,67,10,van
101,189,57,10,opel
109,182,55,12,saab
105,174,56,11,saab
96,181,56,9,opel
103,171,50,11,opel
73,186,71,7,bus
88,204,64,10,opel
77,147,54,8,saab
78,143,60,11,van
74,141,61,7,bus
57,130,57,6,saab
90,192,61,9,saab
69,147,58,6,opel
66,136,58,6,saab
69,123,54,6,bus
85,141,57,11,van
98,187,59,6,bus
72,155,63,7,bus
66,123,55,7,bus
98,199,59,7,bus
104,219,71,9,saab
96,206,64,9,saab
81,197,67,6,bus
96,211,65,10,saab
101,208,65,12,opel
53,117,58,4,van
108,211,63,11,saab
105,162,53,10,opel
71,159,64,6,bus
75,124,51,7,van
85,149,60,10,van
66,125,52,7,van
75,143,56,7,opel
108,213,64,12,saab
91,226,74,5,bus
88,183,60,7,bus
105,214,64,10,saab
66,111,48,7,van
73,199,73,6,bus
86,169,62,7,opel
95,202,65,10,saab
78,170,58,7,saab
70,155,65,7,bus
98,210,66,11,saab
103,182,56,11,saab
53,111,54,6,opel
107,207,60,11,opel
98,196,62,9,opel
109,231,70,11,opel
79,199,68,6,bus
109,230,67,12,opel
53,125,59,5,opel
106,220,65,12,saab
75,154,57,6,opel
69,142,57,7,opel
64,129,57,6,van
86,175,60,9,saab
100,203,62,10,saab
103,220,66,11,saab
94,198,63,9,opel
77,151,58,8,saab
66,140,56,7,opel
85,184,64,6,saab
60,116,51,6,bus
77,125,52,10,van
103,230,69,11,opel
74,165,66,6,bus
103,170,52,7,bus
93,173,54,4,bus
70,130,56,7,bus
63,146,58,7,saab
110,231,67,12,saab
108,206,63,12,saab
105,164,48,5,bus
87,183,64,8,saab
104,228,74,10,opel
82,156,59,8,saab
103,186,57,11,opel
72,130,53,9,opel
83,322,133,48,van
104,199,60,12,saab
88,176,67,10,van
75,153,64,6,bus
77,172,62,8,opel
106,172,50,6,bus
84,141,58,9,van
105,208,64,10,saab
84,141,57,9,van
71,156,70,6,bus
85,191,60,11,saab
110,172,53,10,opel
81,246,102,43,van
108,201,62,11,saab
66,123,56,6,bus
62,133,56,7,van
88,157,61,9,van
101,206,62,10,opel
88,174,68,10,van
74,202,74,5,bus
79,181,62,8,opel
98,176,54,10,saab
75,136,53,6,saab
70,150,61,7,van
105,168,54,10,saab
101,201,66,9,saab
105,223,70,10,opel
68,139,59,6,bus
104,185,53,6,bus
66,122,54,6,bus
104,197,58,11,saab
60,116,56,6,opel
104,177,55,10,opel
96,197,65,9,opel
89,147,61,11,van
70,138,58,7,van
66,136,55,6,saab
101,206,62,13,opel
88,190,60,10,saab
78,160,62,6,opel
109,225,68,10,opel
83,141,54,7,saab
50,121,58,5,opel
75,140,55,6,opel
71,152,64,7,bus
77,204,72,6,bus
78,162,60,8,opel
106,177,51,5,bus
70,120,54,7,bus
66,151,64,8,van
96,196,60,12,opel
53,113,57,3,van
83,177,59,8,opel
78,181,62,8,opel
103,203,63,9,opel
101,190,58,10,opel
90,192,63,9,saab
83,178,72,10,van
104,163,52,10,opel
71,131,55,7,opel
64,150,64,10,van
66,139,59,7,van
79,183,62,7,opel
102,206,65,10,saab
72,187,71,5,bus
88,189,63,9,saab
101,197,64,11,saab
57,116,55,6,opel
75,191,71,6,bus
74,169,59,7,opel
63,139,57,8,van
87,137,54,11,van
104,181,56,11,saab
80,131,54,11,van
77,150,59,5,saab
78,166,59,7,opel
79,176,64,8,opel
78,150,63,11,van
88,179,60,7,saab
70,182,68,5,bus
81,149,62,9,van
66,157,65,9,van
70,205,103,52,bus
58,137,58,7,van
107,218,64,12,opel
83,142,56,10,van
68,119,52,5,van
70,186,72,8,bus
69,162,63,6,saab
98,203,63,11,opel
101,218,64,11,opel
69,152,57,5,opel
50,104,53,4,saab
76,180,75,7,bus
105,219,66,11,saab
70,185,70,7,bus
96,170,54,10,opel
89,174,58,8,saab
66,126,52,8,van
76,162,66,11,van
84,219,74,7,bus
77,167,59,6,opel
70,148,62,7,bus
62,175,67,6,bus
105,230,68,11,opel
62,117,49,7,van
70,169,72,7,bus
102,184,55,7,bus
66,147,62,9,van
66,133,57,6,van
70,123,54,8,bus
59,134,63,7,saab
96,195,63,9,saab
75,136,55,6,saab
75,121,53,9,van
69,127,54,5,opel
49,112,55,5,van
81,183,64,8,opel
101,195,61,11,opel
100,205,64,11,saab
66,169,66,7,bus
91,161,63,10,van
100,220,69,10,saab
77,159,65,9,van
101,213,64,10,opel
88,160,64,9,van
106,209,66,10,saab
103,197,60,11,opel
71,155,66,7,bus
62,140,61,7,van
85,333,138,49,van
51,109,52,6,van
108,234,70,12,saab
66,128,57,8,opel
103,202,64,10,saab
75,165,68,6,bus
73,137,59,6,bus
109,204,61,11,saab
